Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Cereal production (metric tons),AG.PRD.CREL.MT,Hungary,HUN,16613380,14145172,16643885,14017280,14885530,15650010,15566640,13980870,9060660,15039690,..
Cereal production (metric tons),AG.PRD.CREL.MT,Iceland,ISL,..,4637,7389,7400,3900,7900,7287,7490,8900,7679,..
Cereal production (metric tons),AG.PRD.CREL.MT,India,IND,297113510,285997000,295359000,311410330,321550670,324951320,342151890,355108300,362466730,374600068.56,..
Cereal production (metric tons),AG.PRD.CREL.MT,Indonesia,IDN,78067426,80643435,77609413,80416000,78040534,74254033,71575202.24,72561911.22,77105730.08,73966646,..
Cereal production (metric tons),AG.PRD.CREL.MT,"Iran, Islamic Rep.",IRN,17551045,18255384.86,22419770.81,19286154.53,20130243.11,22314123.14,22573920.03,18297823.18,20162028.86,20964153.27,..
Cereal production (metric tons),AG.PRD.CREL.MT,Iraq,IRQ,7451634,3580324.91,4189005,4001107,2633473,7488255,9349401,5651910.37,3724302.96,5224352.42,..
Cereal production (metric tons),AG.PRD.CREL.MT,Ireland,IRL,2599817.27,2635748.65,2312985.31,2394645.57,1784900,2267990,1892640,2363950,2485680,1879540,..
Cereal production (metric tons),AG.PRD.CREL.MT,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Israel,ISR,372420.26,321746.39,262284.33,173788.48,150689.74,184113.18,246807.47,268351.8,241004.19,232342.59,..
Cereal production (metric tons),AG.PRD.CREL.MT,Italy,ITA,19396843.8,17694873.4,18219221,16251718,16548350,16363450,16945440,16568150,14300570,15452820,..
Cereal production (metric tons),AG.PRD.CREL.MT,Jamaica,JAM,2512,2365,2353.6,2540,2177.09,2059,2018,2122,2426,2291,..
Cereal production (metric tons),AG.PRD.CREL.MT,Japan,JPN,12285001.04,12141378.23,11924734.91,11903650.57,11575323.38,11843136.29,11692636.75,11989622.75,11718541.06,11498533.52,..
Cereal production (metric tons),AG.PRD.CREL.MT,Jordan,JOR,81280,68941,69268,62088,67328,93258,114192,102554,50899.5,72666,..
Cereal production (metric tons),AG.PRD.CREL.MT,Kazakhstan,KAZ,17110959.3,18585931.63,20410625,20129018,20196033.6,17509767.93,20152658.33,16556388.1,22040639.83,17081437.58,..
Cereal production (metric tons),AG.PRD.CREL.MT,Kenya,KEN,4227112.63,4523082.62,3892022.42,3711200.84,4805995.66,4595021.63,4881250.72,4074461.28,3846912.71,5146069.64,..
Cereal production (metric tons),AG.PRD.CREL.MT,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,"Korea, Dem. People's Rep.",PRK,5223725.87,4481457.55,4975484.59,4844532.35,4238820.43,5707075.03,4663028.58,4728864.84,4592603,4376156.44,..
Cereal production (metric tons),AG.PRD.CREL.MT,"Korea, Rep.",KOR,5852499.19,5976258.87,5831045.8,5487987.7,5418712.13,5272979.18,4945435.62,5443029.24,5219697.61,5134022.24,..
Cereal production (metric tons),AG.PRD.CREL.MT,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Kuwait,KWT,53636,9312,5257,6103,11217,31382,31395,24680,27028.69,30954.56,..
Cereal production (metric tons),AG.PRD.CREL.MT,Kyrgyz Republic,KGZ,1355798.3,1753400.4,1763628.63,1720953.81,1783480.01,1823496.71,1901467.81,1376452.91,1912650.7,1671536.41,..
Cereal production (metric tons),AG.PRD.CREL.MT,Lao PDR,LAO,5414864.74,5618250,5701160,5232304,4566380,4328125,4202725,4030147,4057610,4285000,..
Cereal production (metric tons),AG.PRD.CREL.MT,Latvia,LVA,2227200,3021500,2703200,2692500,2057300,3163200,3497100,2994600,3243700,2715800,..
Cereal production (metric tons),AG.PRD.CREL.MT,Lebanon,LBN,176627.23,180116.43,181183.97,166851.49,164130,165440,174470,133530,133552,133417.54,..
Cereal production (metric tons),AG.PRD.CREL.MT,Lesotho,LSO,115733.29,82840.23,25678.06,216011.86,157857.07,35092.36,28530.1,98314.84,82443.77,143079.9,..
Cereal production (metric tons),AG.PRD.CREL.MT,Liberia,LBR,266000,296000,335180,247495,257995,276400,279000,255600,288000,256200,..
Cereal production (metric tons),AG.PRD.CREL.MT,Libya,LBY,304363.03,254599.99,299287.67,209512.43,279550,219610,209411,209452,209829.86,207965.31,..
Cereal production (metric tons),AG.PRD.CREL.MT,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Lithuania,LTU,5123200,6066749,5120821,5074188,4052940,5235500,6544720,5340820,5623660,5629750,..
Cereal production (metric tons),AG.PRD.CREL.MT,Luxembourg,LUX,168563,176516,139262,149291,157630,163590,146230,147160,170660,148070,..
Cereal production (metric tons),AG.PRD.CREL.MT,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Madagascar,MDG,4350378.47,4057987.42,4138500.16,3888315.15,4251342.81,4136206.77,4455182.16,4805087.92,5144234.73,5389921.52,..
Cereal production (metric tons),AG.PRD.CREL.MT,Malawi,MWI,4246674,3001731,2531749,3711454,2925168,3703148,4028211.5,4897640,4022468,3795155.5,..
Cereal production (metric tons),AG.PRD.CREL.MT,Malaysia,MYS,2844983,2741404,2739606,2570513,2639202,2352870,2356391.9,2442070.8,2282576.1,2167306.44,..
Cereal production (metric tons),AG.PRD.CREL.MT,Maldives,MDV,195.07,196.88,202.06,198.23,205.88,202.41,204,205.71,205.01,205.35,..
Cereal production (metric tons),AG.PRD.CREL.MT,Mali,MLI,6980884.5,8055051.84,8849709.99,9296131.69,10159697.35,10451432.87,10352057.11,8819410.94,10289007.59,9979190.21,..
Cereal production (metric tons),AG.PRD.CREL.MT,Malta,MLT,13707.26,12180.12,12758.28,14587.02,0,0,0,0,0,0,..
Cereal production (metric tons),AG.PRD.CREL.MT,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Mauritania,MRT,373295,315852.29,308750,375033.3,433522.22,352584.21,411148.97,500867.68,552408.65,565667.04,..
Cereal production (metric tons),AG.PRD.CREL.MT,Mauritius,MUS,1811,1108,767,602,406,516,778,1106,823,1502,..
Cereal production (metric tons),AG.PRD.CREL.MT,Mexico,MEX,36526602.49,34704514.12,38464938.31,37487835.84,36068401.88,36164102.48,36374789.68,36582135.17,36330006.75,37015878.83,..
Cereal production (metric tons),AG.PRD.CREL.MT,"Micronesia, Fed. Sts.",FSM,285.22,273.03,278.08,282.72,288.09,293.19,288,289.76,290.32,289.36,..
Cereal production (metric tons),AG.PRD.CREL.MT,Moldova,MDA,2886891,2183323,2954175,3285836,3421119,3498682,1478349,4651182,1758059,3177124.1,..
Cereal production (metric tons),AG.PRD.CREL.MT,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Mongolia,MNG,525473,219068,483453.4,238101.9,453849.21,433305.44,430317.92,614497.24,428648.86,470337.11,..
Cereal production (metric tons),AG.PRD.CREL.MT,Montenegro,MNE,7614,6658,7019.6,7215.2,7300.5,6910,6683,6473,6605.9,6846.06,..
Cereal production (metric tons),AG.PRD.CREL.MT,Morocco,MAR,6936819.24,11687921.96,3560828.31,9787464.69,10389766.77,5316450.56,3325736.62,10453011.14,3511452.59,5674770.52,..
Cereal production (metric tons),AG.PRD.CREL.MT,Mozambique,MOZ,1822426,1502596,1530755,1548552,1775517,1848259,1986744,2216565,2832309,2459322,..
Cereal production (metric tons),AG.PRD.CREL.MT,Myanmar,MMR,29218917.6,29055197.68,28521820.27,28500083.54,30463881.13,29104237.31,28879237.53,30150246.72,30712269.85,28285634.18,..
Cereal production (metric tons),AG.PRD.CREL.MT,Namibia,NAM,111718.32,113528.8,74368,137559,152898,61400,169575,153028,168181,153012,..
Cereal production (metric tons),AG.PRD.CREL.MT,Nauru,NRU,..,..,..,1,1,0,0,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Nepal,NPL,9304245,8776707,9545530.84,9680490.82,10511825,10566025,11006495.78,10627427,11128373,11150994.25,..
Cereal production (metric tons),AG.PRD.CREL.MT,Netherlands,NLD,1700506,1671654,1355219,1392686,1315250,1541910,1364440,1336080,1647300,1499400,..
Cereal production (metric tons),AG.PRD.CREL.MT,New Caledonia,NCL,4815,7074.58,8782.7,9590.73,10308.7,8951,10124.6,7501.5,4247,2914.66,..
Cereal production (metric tons),AG.PRD.CREL.MT,New Zealand,NZL,1097943,1114618,1096490,936995.3,977780.71,1021321.72,1021848.29,996854.29,969775.44,960177.34,..
Cereal production (metric tons),AG.PRD.CREL.MT,Nicaragua,NIC,838643.21,747920.39,933034.01,909045.22,893458,925610,905198,924130.14,949096.63,881420.38,..
Cereal production (metric tons),AG.PRD.CREL.MT,Niger,NER,4915346.32,5464508.64,5852503.48,5899763.48,6100262.26,5339053.11,5775185.25,3504441.67,5923855.12,5162204.46,..
Cereal production (metric tons),AG.PRD.CREL.MT,Nigeria,NGA,26383664,26069496.24,27531583.48,27102164.73,28190605.17,29797188.79,29211432.15,29860938.85,30317107.11,28053832.88,..
Cereal production (metric tons),AG.PRD.CREL.MT,North Macedonia,MKD,629234.68,483878.81,640978.4,447776.98,598373.4,563116.93,578835.44,562240.59,542163.65,522971.56,..
Cereal production (metric tons),AG.PRD.CREL.MT,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Norway,NOR,1238100,1357900,1326000,1307300,743100,1296400,1311300,1184700,1325000,785000,..
Cereal production (metric tons),AG.PRD.CREL.MT,Oman,OMN,40664.49,78950.34,63202.94,68228,74339,75306,212258,146211,236293,225134,..
Cereal production (metric tons),AG.PRD.CREL.MT,Pakistan,PAK,41895811,41081682,42555022,44299994.5,43254398,43912063,47226053,51304736,48519329,53188016,..
Cereal production (metric tons),AG.PRD.CREL.MT,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Panama,PAN,401220,388183,450357,433472,479139,498966,528363,542610,573009,597032.22,..
Cereal production (metric tons),AG.PRD.CREL.MT,Papua New Guinea,PNG,17752.75,18190.15,17943.56,18502.82,18366.63,19025.8,18652.05,18693.22,18799.35,18719.75,..
Cereal production (metric tons),AG.PRD.CREL.MT,Paraguay,PRY,4931500,7090736,7262200,7207780,7069529,8112030,8433186,6304401,6683286.48,6872271.79,..
Cereal production (metric tons),AG.PRD.CREL.MT,Peru,PER,5009103.09,5469456.57,5283994.69,5140707.27,5654930.21,5284110.01,5403836.29,5681530.06,5628306.27,5504339.39,..
Cereal production (metric tons),AG.PRD.CREL.MT,Philippines,PHL,26739121.85,25669246.05,24846678.08,27191819.46,26838576.91,26794250.87,27413962.2,28247959.21,28012590.81,28465199.05,..
Cereal production (metric tons),AG.PRD.CREL.MT,Poland,POL,31945433,28002726,29849223,31924964,26281580,28450920,35031300,33996290,34987760,35183860,..
Cereal production (metric tons),AG.PRD.CREL.MT,Portugal,PRT,1333258,1240203,1138085,1125906,1114440,1161140,1053530,1125650,1018080,1042940,..
Cereal production (metric tons),AG.PRD.CREL.MT,Puerto Rico (US),PRI,58.87,305.99,623.91,975,1407.49,1907.99,2439.28,2950.08,3566,3952.42,..
Cereal production (metric tons),AG.PRD.CREL.MT,Qatar,QAT,2455,1800.5,1377.3,1374,2308,1011,1503.3,3305,1193.9,2209.4,..
Cereal production (metric tons),AG.PRD.CREL.MT,Romania,ROU,22070736,19332821,21764816,27138884,31552790,30411970,18153430,27791090,18860480,20784510,..
Cereal production (metric tons),AG.PRD.CREL.MT,Russian Federation,RUS,103135895.46,102444492.24,117753222.78,131294828.27,109839131.32,117878703.7,130039885.7,117575103.68,153095542.78,136708406.91,..
Cereal production (metric tons),AG.PRD.CREL.MT,Rwanda,RWA,582270,612865,662566.51,685611.43,711445.6,732107.12,751906.56,809832,807219.18,846384.42,..
Cereal production (metric tons),AG.PRD.CREL.MT,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Sao Tome and Principe,STP,829.6,823.25,768,576,941,761.67,759.56,820.74,780.65,786.98,..
Cereal production (metric tons),AG.PRD.CREL.MT,Saudi Arabia,SAU,1568940,1616813,1507153,1493955,1378885,1293633,1250955,877638,1068744,1192998.83,..
Cereal production (metric tons),AG.PRD.CREL.MT,Senegal,SEN,1251248,2152246,2247093,2516465,2889218.28,2768798.88,3640544.67,3535752.94,3663690,4253209.96,..
Cereal production (metric tons),AG.PRD.CREL.MT,Serbia,SRB,10876563.72,8458144.98,10893437.65,6817938.55,10553412.55,10460848.03,11471927.06,10260714.62,8036910.36,10833519.42,..
Cereal production (metric tons),AG.PRD.CREL.MT,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Sierra Leone,SLE,1304449.47,987059.65,984599,1025500.63,1038913.14,1084546.17,1170547.98,2131723.24,1528291.53,1536756.31,..
Cereal production (metric tons),AG.PRD.CREL.MT,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Slovak Republic,SVK,4707654.8,3805712,4847544,3484061,4020160,4104050,4580900,4289470,3382800,4304610,..
Cereal production (metric tons),AG.PRD.CREL.MT,Slovenia,SVN,653111.28,628407.59,642479.23,551216.16,597050,642250,749700,700550,576200,666890,..
Cereal production (metric tons),AG.PRD.CREL.MT,Solomon Islands,SLB,2748.21,2738.1,2739.92,2746.61,2754.54,2758.36,2754.44,2742.92,2747.77,2752.61,..
Cereal production (metric tons),AG.PRD.CREL.MT,"Somalia, Fed. Rep.",SOM,256619.98,265481.36,142413.68,174518.17,234815.8,185055.97,178064.01,111052.44,140056.33,178060.22,..
Cereal production (metric tons),AG.PRD.CREL.MT,South Africa,ZAF,16617348.61,12581802.08,10629626.27,19591509.64,15565749.67,13872311.88,18790284.48,19228555.79,18031147.85,19009087.33,..
Cereal production (metric tons),AG.PRD.CREL.MT,South Sudan,SSD,1270551,921002,825807,764107,745005,818487,874410,840333,1063299,1086000,..
Cereal production (metric tons),AG.PRD.CREL.MT,Spain,ESP,20581146.05,20149310.35,24056790,16653669,25348920,20589030,27320900,25510560,19292230,11928280,..
Cereal production (metric tons),AG.PRD.CREL.MT,Sri Lanka,LKA,3631157,5055088.45,4672796,2584660,4208158,4843381,5441134.5,5630773.7,3663231,4744648,..
Cereal production (metric tons),AG.PRD.CREL.MT,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,St. Vincent and the Grenadines,VCT,857,775,866,1129,1030,900,848,796,640,633,..
Cereal production (metric tons),AG.PRD.CREL.MT,Sudan,SDN,8072300,4104600,8523000,5519957.59,8875000,5646000,5709038.96,5089471.8,7680124.14,4162153.24,..
Cereal production (metric tons),AG.PRD.CREL.MT,Suriname,SUR,275938,268529.07,278166,289517,274001,274408,249874,263776,184264,203185.3,..
Cereal production (metric tons),AG.PRD.CREL.MT,Sweden,SWE,5775400,6162400,5447300,5949600,3260100,6147700,5954500,4980300,5823200,4328000,..
Cereal production (metric tons),AG.PRD.CREL.MT,Switzerland,CHE,994310.67,909943.14,743880,976614,895098,932966,1010995,783794,865060,809466,..
Cereal production (metric tons),AG.PRD.CREL.MT,Syrian Arab Republic,SYR,2694207.88,4383804,2661613,2934757.33,1733917.83,6356135.92,5322400.4,2514776.43,2276238,4878705,..
Cereal production (metric tons),AG.PRD.CREL.MT,Tajikistan,TJK,1257988.9,1324044.4,1367078.2,1365514.8,1218840,1336387.1,1280730.99,1466642.84,1342602.5,1369010.55,..
Cereal production (metric tons),AG.PRD.CREL.MT,Tanzania,TZA,10874542,10054817.52,10797277.27,10346519.01,10831072.34,10408437.72,12488723.31,12390737.72,11933596.69,12789232.32,..
Cereal production (metric tons),AG.PRD.CREL.MT,Thailand,THA,37855165.68,32890604.99,36677356.95,38169115.77,37857467.3,33612281.85,37210781.64,38320298.67,38829805.16,38532088.18,..
Cereal production (metric tons),AG.PRD.CREL.MT,Timor-Leste,TLS,191297,213902,156565.16,137114.64,143213.78,123512,127589,101513,172500,168000,..
Cereal production (metric tons),AG.PRD.CREL.MT,Togo,TGO,1310851,1249728,1263762,1301069,1339107,1372361,1355508,1403574,1439850,1514448.12,..
Cereal production (metric tons),AG.PRD.CREL.MT,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Trinidad and Tobago,TTO,6406.38,5440.4,5533.76,5650.57,5032.2,5575,5734,5351.1,5125,5326,..
Cereal production (metric tons),AG.PRD.CREL.MT,Tunisia,TUN,2350002.51,1339798.43,1324694.61,1637797.47,1444372.59,2426888.76,1564860.95,1679269.11,1713873.84,541987.78,..
Cereal production (metric tons),AG.PRD.CREL.MT,Turkiye,TUR,32708005,38632438,35276615,36126157,34395628,34398698,37184688,31864404,38667033,42193311,..
Cereal production (metric tons),AG.PRD.CREL.MT,Turkmenistan,TKM,1410000,1617000,1719101.35,1692519,1186738,1767976.7,1599474.13,1587176.12,1556079.24,1468654.8,..
Cereal production (metric tons),AG.PRD.CREL.MT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Uganda,UGA,3662246,3720394,3278888,3412916,4075377,3120000,4032000,4229600,5525000,3380000,..
Cereal production (metric tons),AG.PRD.CREL.MT,Ukraine,UKR,63388560,59627180,65217850,60735683.33,69154567.78,74481803.68,64374481.6,85368064.35,53535589.87,59307681.94,..
Cereal production (metric tons),AG.PRD.CREL.MT,United Arab Emirates,ARE,2580,3695,5988,17143,8169.54,26072.05,26405,23474.84,21429,22013.6,..
Cereal production (metric tons),AG.PRD.CREL.MT,United Kingdom,GBR,24468841,24734564,21964131,23000066,21084346,25517303,18961989,22369109,24362311,22047420,..
Cereal production (metric tons),AG.PRD.CREL.MT,United States,USA,442849090,431870370.62,503466147.24,440271775.02,439710828.46,420873692.84,433260476.64,450202502.85,408901709.98,462631789.82,..
Cereal production (metric tons),AG.PRD.CREL.MT,Uruguay,URY,4027196,3599918.51,3621181.97,3565340.74,2513476.64,3564992.57,3503194.78,4048439.41,4597694.14,3937366.83,..
Cereal production (metric tons),AG.PRD.CREL.MT,Uzbekistan,UZB,7890990,8014002,8096413.83,7067542.17,6248843.77,7097740,7226304.31,7196119.42,7516778.12,7911754.68,..
Cereal production (metric tons),AG.PRD.CREL.MT,Vanuatu,VUT,890.19,873.51,887.17,904.19,916.67,932.3,943.89,956.28,986,983.1,..
Cereal production (metric tons),AG.PRD.CREL.MT,"Venezuela, RB",VEN,3597762,2294532,2085076.11,1915874.44,1627460,1579755,2396627.73,2143168.91,1761232.21,2101402.38,..
Cereal production (metric tons),AG.PRD.CREL.MT,Viet Nam,VNM,50178378,50379409.69,48359869.77,47877218.26,48923673.32,48231531.65,47325157.08,48301162.59,47085607.1,47935652.71,..
Cereal production (metric tons),AG.PRD.CREL.MT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,West Bank and Gaza,PSE,59111.97,50142.56,57726.61,55234.52,88237.98,50640,50660,35858,48036.29,51014.38,..
Cereal production (metric tons),AG.PRD.CREL.MT,"Yemen, Rep.",YEM,699962,459246,357068,358355,344648,456714,789527,879341.54,445000,435000,..
Cereal production (metric tons),AG.PRD.CREL.MT,Zambia,ZMB,3652300.93,2900164.12,3110868.43,3895117.44,2602942.73,2225768.76,3689518.39,3953632.31,3056715.38,3658965.82,..
Cereal production (metric tons),AG.PRD.CREL.MT,Zimbabwe,ZWE,1230994.36,800284.41,676747.45,1748338.91,1780368.98,1025878.7,1661220.93,2043745.48,1461356.18,1167830.07,..
Cereal production (metric tons),AG.PRD.CREL.MT,Africa Eastern and Southern,AFE,91080650.59,81164143.63,84133769.93,95089877.9,95482312.14,89780693.57,103468520.75,107487699.33,102466864.1,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Africa Western and Central,AFW,64586683.17,66354902.15,73281460.09,73949984.45,78653087.74,77324797.25,78318018.97,75979944.24,81587045.65,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Arab World,ARB,57495448.51,55210085.61,49923164.65,53017142.66,51785227.16,57161266.27,55098287.62,54033921.89,50024191.42,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Caribbean small states,CSS,1360465.52,1419140.28,1203717.46,1389421.07,1348753.23,1421147.23,1431342.12,1271792.51,1353792.86,..,..
